ID,Name,Lat,Long,Origin,ICAO
3411,Barter Island LRRS Airport,70.13400268550001,-143.582000732,BTI,PABA
3413,Cape Lisburne LRRS Airport,68.87509918,-166.1100006,LUR,PALU
3414,Point Lay LRRS Airport,69.73290253,-163.00500490000002,PIZ,PPIZ
3415,Hilo International Airport,19.721399307250977,-155.04800415039062,ITO,PHTO
3416,Orlando Executive Airport,28.545499801635998,-81.332901000977,ORL,KORL
3417,Bettles Airport,66.91390228,-151.529007,BTT,PABT
3418,Clear Airport,64.301201,-149.119995,Z84,PACL
3419,Indian Mountain LRRS Airport,65.99279785,-153.7039948,UTO,PAIM
3420,Fort Yukon Airport,66.57150268554689,-145.25,FYU,PFYU
3421,Sparrevohn LRRS Airport,61.09740067,-155.5740051,SVW,PASV
3422,Bryant Army Heliport,61.26639938,-149.6529999,FRN,PAFR
3423,Tatalina LRRS Airport,62.894401550299996,-155.977005005,TLJ,PATL
3424,Cape Romanzof LRRS Airport,61.78030014,-166.03900149999998,CZF,PACZ
3425,Laurence G Hanscom Field,42.47000122,-71.28900146,BED,KBED
3426,St Paul Island Airport,57.16730117797852,-170.22000122070312,SNP,PASN
3427,Cape Newenham LRRS Airport,58.6464004517,-162.06300354,EHM,PAEH
3428,St George Airport,56.5783004761,-169.662002563,STG,PAPB
3429,Iliamna Airport,59.75439835,-154.9109955,ILI,PAIL
3430,Platinum Airport,59.01139831542969,-161.82000732421875,PTU,PAPM
3431,Big Mountain Airport,59.361198425299996,-155.259002686,BMX,PABM
3432,Oscoda Wurtsmith Airport,44.45159912,-83.39409637,OSC,KOSC
3433,Marina Municipal Airport,36.68190002,-121.762001,OAR,KOAR
3434,Sacramento Mather Airport,38.55390167,-121.29799650000001,MHR,KMHR
3435,Bicycle Lake Army Air Field,35.2804985046,-116.629997253,BYS,KBYS
3436,Twentynine Palms (Self) Airport,34.2961998,-116.16200259999998,NXP,KNXP
3437,Fort Smith Regional Airport,35.33660125732422,-94.36740112304688,FSM,KFSM
3438,Merrill Field,61.2135009765625,-149.843994140625,MRI,PAMR
3439,Grants-Milan Municipal Airport,35.167301178,-107.902000427,GNT,KGNT
3440,Ponca City Regional Airport,36.73199844,-97.09980011,PNC,KPNC
3441,Hunter Army Air Field,32.00999832,-81.14569855,SVN,KSVN
3442,Grand Forks International Airport,47.949298999999996,-97.176102,GFK,KGFK
3443,Grider Field,34.173099517800004,-91.9356002808,PBF,KPBF
3444,Whiting Field Naval Air Station - North,30.724199300000002,-87.02189636,NSE,KNSE
3445,Hana Airport,20.79560089111328,-156.01400756835938,HNM,PHHN
3446,Ernest A. Love Field,34.65449905,-112.41999820000001,PRC,KPRC
3447,Trenton Mercer Airport,40.27669906616211,-74.8134994506836,TTN,KTTN
3448,General Edward Lawrence Logan International Airport,42.36429977,-71.00520325,BOS,KBOS
3449,Travis Air Force Base,38.262699127196996,-121.92700195312,SUU,KSUU
3450,Griffiss International Airport,43.23379898,-75.40699768,RME,KRME
3451,Wendover Airport,40.7187004089,-114.03099823,ENV,KENV
3452,Mobile Downtown Airport,30.626800537100006,-88.06809997559998,BFM,KBFM
3453,Metropolitan Oakland International Airport,37.72129821777344,-122.22100067138672,OAK,KOAK
3454,Eppley Airfield,41.303199768066406,-95.89409637451172,OMA,KOMA
3455,Port Angeles Cgas Airport,48.14149856567383,-123.41400146484376,NOW,KNOW
3456,Kahului Airport,20.89859962463379,-156.42999267578125,OGG,PHOG
3457,Wichita Mid Continent Airport,37.649898529052734,-97.43309783935548,ICT,KICT
3458,Kansas City International Airport,39.2976,-94.713898,MCI,KMCI
3459,Dane County Regional Truax Field,43.13990020751953,-89.3375015258789,MSN,KMSN
3460,Dillingham Airport,59.04470062,-158.50500490000002,DLG,PADL
3461,Boone County Airport,36.26150131225586,-93.15470123291016,HRO,KHRO
3462,Phoenix Sky Harbor International Airport,33.43429946899414,-112.01200103759766,PHX,KPHX
3463,Bangor International Airport,44.80739974975586,-68.82810211181639,BGR,KBGR
3464,Fort Lauderdale Executive Airport,26.1972999573,-80.1707000732,FXE,KFXE
3465,East Texas Regional Airport,32.38399887084961,-94.71150207519531,GGG,KGGG
3466,Anderson Regional Airport,34.4945983887,-82.70939636230001,AND,KAND
3467,Spokane International Airport,47.61989974975586,-117.53399658203124,GEG,KGEG
3468,North Perry Airport,26.0011997223,-80.24069976810001,HWO,KHWO
3469,San Francisco International Airport,37.61899948120117,-122.375,SFO,KSFO
3470,Cut Bank International Airport,48.6083984375,-112.375999451,CTB,KCTB
3471,Acadiana Regional Airport,30.0378,-91.883904,ARA,KARA
3472,Gainesville Regional Airport,29.6900997162,-82.27179718020001,GNV,KGNV
3473,Memphis International Airport,35.04240036010742,-89.97669982910156,MEM,KMEM
3474,Bisbee Douglas International Airport,31.4689998627,-109.60399627700001,DUG,KDUG
3475,Allen Army Airfield,63.994499206499995,-145.722000122,BIG,PABI
3476,TSTC Waco Airport,31.6378002167,-97.07409667969999,CNW,KCNW
3477,Annette Island Airport,55.04240036010742,-131.57200622558594,ANN,PANT
3478,Caribou Municipal Airport,46.8714981079,-68.0178985596,CAR,KCAR
3479,Little Rock Air Force Base,34.916900634799994,-92.14969635010002,LRF,KLRF
3480,Redstone Army Air Field,34.67869949,-86.68479919,HUA,KHUA
3481,Pope Field,35.1708984375,-79.014503479004,POB,KPOB
3482,Dalhart Municipal Airport,36.0225982666,-102.54699707,DHT,KDHT
3483,Laughlin Air Force Base,29.359500885,-100.77799987799999,DLF,KDLF
3484,Los Angeles International Airport,33.94250107,-118.40799709999999,LAX,KLAX
3485,Anniston Metropolitan Airport,33.58819962,-85.85810089,ANB,KANB
3486,Cleveland Hopkins International Airport,41.411701202399996,-81.8498001099,CLE,KCLE
3487,Dover Air Force Base,39.12950134,-75.46600342,DOV,KDOV
3488,Cincinnati Northern Kentucky International Airport,39.0488014221,-84.6678009033,CVG,KCVG
3489,Tipton Airport,39.08539962769999,-76.7593994141,FME,KFME
3490,China Lake Naws (Armitage Field) Airport,35.6853981,-117.6920013,NID,KNID
3491,Huron Regional Airport,44.38520050048828,-98.22850036621094,HON,KHON
3492,Juneau International Airport,58.35499954223633,-134.57600402832028,JNU,PAJN
3493,Lafayette Regional Airport,30.20529938,-91.98760223,LFT,KLFT
3494,Newark Liberty International Airport,40.69250106811523,-74.168701171875,EWR,KEWR
3495,Boise Air Terminal/Gowen field,43.56439972,-116.22299960000001,BOI,KBOI
3496,Creech Air Force Base,36.5872001648,-115.672996521,INS,KINS
3497,Garden City Regional Airport,37.9275016785,-100.72399902299999,GCK,KGCK
3498,Minot International Airport,48.2593994140625,-101.27999877929688,MOT,KMOT
3499,Wheeler Army Airfield,21.48349953,-158.03999330000002,HHI,PHHI
3500,Maxwell Air Force Base,32.38290023803711,-86.36579895019531,MXF,KMXF
3501,Robinson Army Air Field,34.85010147,-92.30020142,\N,KRBM
3502,Dallas Love Field,32.84709930419922,-96.85179901123048,DAL,KDAL
3503,Butts AAF (Fort Carson) Air Field,38.67839813,-104.75700379999999,FCS,KFCS
3504,Helena Regional Airport,46.6068000793457,-111.98300170898438,HLN,KHLN
3505,Miramar Marine Corps Air Station - Mitscher Field,32.86840057,-117.1429977,NKX,KNKX
3506,Luke Air Force Base,33.534999847399995,-112.383003235,LUF,KLUF
3507,Hurlburt Field,30.42779922485352,-86.68930053710938,\N,KHRT
3508,Jack Northrop Field Hawthorne Municipal Airport,33.922798,-118.334999,HHR,KHHR
3509,Houlton International Airport,46.123100280799996,-67.79209899899999,HUL,KHUL
3510,Vance Air Force Base,36.339199066199996,-97.9164962769,END,KEND
3511,Point Mugu Naval Air Station (Naval Base Ventura Co),34.120300293,-119.12100219700001,NTD,KNTD
3512,Edwards Air Force Base,34.905398999999996,-117.884003,EDW,KEDW
3513,Lake Charles Regional Airport,30.12610054016113,-93.22329711914062,LCH,KLCH
3514,Kona International At Keahole Airport,19.738800048828125,-156.04600524902344,KOA,PHKO
3515,Myrtle Beach International Airport,33.6796989441,-78.9282989502,MYR,KMYR
3516,Lemoore Naval Air Station (Reeves Field) Airport,36.33300018,-119.95200349999999,NLC,KNLC
3517,Nantucket Memorial Airport,41.25310135,-70.06020355,ACK,KACK
3518,Felker Army Air Field,37.1324996948,-76.60880279540002,FAF,KFAF
3519,Campbell AAF (Fort Campbell) Air Field,36.668598175,-87.49620056150002,HOP,KHOP
3520,Ronald Reagan Washington National Airport,38.8521,-77.037697,DCA,KDCA
3521,Patuxent River Naval Air Station/Trapnell Field Aiport,38.28599929999999,-76.41179657,NHK,KNHK
3522,Palacios Municipal Airport,28.727500915527,-96.25099945068399,PSX,KPSX
3523,Arkansas International Airport,35.9642982483,-89.94400024410002,BYH,KBYH
3524,Atlantic City International Airport,39.45759963989258,-74.57720184326172,ACY,KACY
3525,Tinker Air Force Base,35.414699554443004,-97.386596679688,TIK,KTIK
3527,Pueblo Memorial Airport,38.289100646972656,-104.49700164794922,PUB,KPUB
3528,Northern Maine Regional Airport at Presque Isle,46.68899918,-68.0447998,PQI,KPQI
3530,Gray Army Air Field,47.07920074,-122.5810013,GRF,KGRF
3531,Kodiak Airport,57.75,-152.4940033,ADQ,PADQ
3532,Upolu Airport,20.265300750732425,-155.86000061035156,UPP,PHUP
3533,Fort Lauderdale Hollywood International Airport,26.072599411010746,-80.15270233154297,FLL,KFLL
3534,Davis Field,35.65650177,-95.36669922,MKO,KMKO
3535,Falls International Airport,48.566200256347656,-93.4030990600586,INL,KINL
3536,Salt Lake City International Airport,40.78839874267578,-111.97799682617188,SLC,KSLC
3537,Childress Municipal Airport,34.4337997437,-100.288002014,CDS,KCDS
3538,Keesler Air Force Base,30.4104003906,-88.92440032959999,BIX,KBIX
3539,Lawson Army Air Field (Fort Benning),32.337299346900004,-84.9913024902,LSF,KLSF
3541,Marshall Army Air Field,39.05530167,-96.76450348,FRI,KFRI
3542,Harrisburg International Airport,40.1935005188,-76.7633972168,MDT,KMDT
3543,Lincoln Airport,40.85100173950195,-96.75920104980469,LNK,KLNK
3544,Capital City Airport,42.77870178222656,-84.58740234375,LAN,KLAN
3545,Waimea Kohala Airport,20.001300811767575,-155.66799926757812,MUE,PHMU
3546,Massena International Richards Field,44.93579864501953,-74.84559631347656,MSS,KMSS
3547,Hickory Regional Airport,35.74110031,-81.38950348,HKY,KHKY
3548,Albert Whitted Airport,27.765100479125977,-82.62699890136719,SPG,KSPG
3549,Page Field,26.58659935,-81.86329650879998,FMY,KFMY
3550,George Bush Intercontinental Houston Airport,29.98439979553223,-95.34140014648438,IAH,KIAH
3551,Millinocket Municipal Airport,45.64780044555664,-68.68560028076172,MLT,KMLT
3552,Andrews Air Force Base,38.810798645,-76.86699676510001,ADW,KADW
3553,Smith Reynolds Airport,36.13370132446289,-80.22200012207031,INT,KINT
3554,Southern California Logistics Airport,34.597499847399995,-117.383003235,VCV,KVCV
3555,Bob Sikes Airport,30.778799056999997,-86.522102356,CEW,KCEW
3556,Wheeler Sack Army Air Field,44.05559921,-75.71949768,GTB,KGTB
3557,St Clair County International Airport,42.91099929999999,-82.52890015,PHN,KPHN
3558,Meadows Field,35.43360138,-119.0569992,BFL,KBFL
3559,El Paso International Airport,31.80719948,-106.37799840000002,ELP,KELP
3560,Valley International Airport,26.228500366210934,-97.65440368652344,HRL,KHRL
3561,Columbia Metropolitan Airport,33.93880081176758,-81.11949920654297,CAE,KCAE
3562,Davis Monthan Air Force Base,32.1665000916,-110.883003235,DMA,KDMA
3563,Pensacola Naval Air Station/Forrest Sherman Field,30.35269928,-87.31860352,NPA,KNPA
3564,Pensacola Regional Airport,30.473400115967003,-87.18659973144501,PNS,KPNS
3565,Grand Forks Air Force Base,47.961101532,-97.4011993408,RDR,KRDR
3566,William P Hobby Airport,29.64539909,-95.27890015,HOU,KHOU
3567,Buckley Air Force Base,39.701698303200004,-104.75199890100001,BKF,KBKF
3568,Northway Airport,62.96129989999999,-141.9290009,ORT,PAOR
3569,Palmer Municipal Airport,61.59489822387695,-149.08900451660156,PAQ,PAAQ
3570,Pittsburgh International Airport,40.49150085,-80.23290253,PIT,KPIT
3571,Wiley Post Will Rogers Memorial Airport,71.285402,-156.766008,BRW,PABR
3572,Ellington Airport,29.6072998047,-95.15879821780001,EFD,KEFD
3573,Whidbey Island Naval Air Station /Ault Field/ Airport,48.35179901,-122.65599820000001,NUW,KNUW
3574,Alice International Airport,27.740900039699998,-98.02690124510002,ALI,KALI
3575,Moody Air Force Base,30.967800140399998,-83.1930007935,VAD,KVAD
3576,Miami International Airport,25.79319953918457,-80.29060363769531,MIA,KMIA
3577,Seattle Tacoma International Airport,47.44900131225586,-122.30899810791016,SEA,KSEA
3578,Lovell Field,35.03530120849609,-85.20379638671875,CHA,KCHA
3579,Igor I Sikorsky Memorial Airport,41.16350173950195,-73.1261978149414,BDR,KBDR
3580,Jackson-Medgar Wiley Evers International Airport,32.3111991882,-90.0758972168,JAN,KJAN
3581,Scholes International At Galveston Airport,29.265300750732425,-94.8603973388672,GLS,KGLS
3582,Long Beach /Daugherty Field/ Airport,33.81769943,-118.15200039999999,LGB,KLGB
3583,Dillingham Airfield,21.5795001984,-158.197006226,HDH,PHDH
3584,Williamsport Regional Airport,41.241798400878906,-76.92109680175781,IPT,KIPT
3585,Indianapolis International Airport,39.7173,-86.294403,IND,KIND
3586,Whiteman Air Force Base,38.73030090332,-93.547897338867,SZL,KSZL
3587,Akron Fulton International Airport,41.0374984741,-81.46690368649999,AKC,KAKR
3588,Greenwood–Leflore Airport,33.4943008423,-90.08470153809999,GWO,KGWO
3589,Westchester County Airport,41.06700134277344,-73.70760345458984,HPN,KHPN
3590,Francis S Gabreski Airport,40.8437004089,-72.6317977905,FOK,KFOK
3591,Jonesboro Municipal Airport,35.83169937133789,-90.64640045166016,JBR,KJBR
3592,Tonopah Test Range Airport,37.7988014221,-116.78099823,\N,KTNX
3593,Palm Beach County Park Airport,26.59300041,-80.08509827,LNA,KLNA
3594,North Island Naval Air Station-Halsey Field,32.69919968,-117.2149963,NZY,KNZY
3595,Biggs Army Air Field (Fort Bliss),31.84950066,-106.3799973,BIF,KBIF
3596,Yuma MCAS/Yuma International Airport,32.65660095,-114.6060028,YUM,KNYL
3597,Cavern City Air Terminal,32.337501525878906,-104.26300048828124,CNM,KCNM
3598,Duluth International Airport,46.8420982361,-92.19360351559999,DLH,KDLH
3599,Bethel Airport,60.77980042,-161.8379974,BET,PABE
3600,Bowman Field,38.2280006409,-85.6636962891,LOU,KLOU
3601,Sierra Vista Municipal Libby Army Air Field,31.58849906921387,-110.34400177001952,FHU,KFHU
3602,Lihue Airport,21.97599983215332,-159.33900451660156,LIH,PHLI
3603,Terre Haute International Hulman Field,39.45149993896485,-87.30760192871094,HUF,KHUF
3604,Havre City County Airport,48.54299927,-109.762001,HVR,KHVR
3605,Grant County International Airport,47.20769882,-119.3199997,MWH,KMWH
3606,Edward F Knapp State Airport,44.20349884,-72.56230164,MPV,KMPV
3607,San Nicolas Island Nolf Airport,33.23979949951172,-119.45800018310548,\N,KNSI
3608,Richmond International Airport,37.50519943237305,-77.3197021484375,RIC,KRIC
3609,Shreveport Regional Airport,32.44660186767578,-93.82559967041016,SHV,KSHV
3610,Merle K (Mudhole) Smith Airport,60.49179839999999,-145.4779968,CDV,PACV
3611,Norfolk International Airport,36.89459991455078,-76.20120239257812,ORF,KORF
3612,Southeast Texas Regional Airport,29.9507999420166,-94.02069854736328,BPT,KBPT
3613,Savannah Hilton Head International Airport,32.12760162,-81.20210266,SAV,KSAV
3614,Hill Air Force Base,41.12403,-111.97308600000001,HIF,KHIF
3615,Nome Airport,64.51219940185547,-165.44500732421875,OME,PAOM
3616,Scappoose Industrial Airpark,45.77099990844727,-122.86199951171876,\N,KSPB
3617,St Petersburg Clearwater International Airport,27.91020012,-82.68740082,PIE,KPIE
3618,Menominee Marinette Twin County Airport,45.12670135498047,-87.63839721679688,MNM,KMNM
3619,Lone Star Executive Airport,30.351800918600002,-95.41449737549999,CXO,KCXO
3620,Deadhorse Airport,70.19470215,-148.46499630000002,SCC,PASC
3621,San Antonio International Airport,29.533700942993164,-98.46980285644531,SAT,KSAT
3622,Greater Rochester International Airport,43.118900299072266,-77.67240142822266,ROC,KROC
3623,Patrick Air Force Base,28.2348995209,-80.6100997925,COF,KCOF
3624,Teterboro Airport,40.85010147089999,-74.060798645,TEB,KTEB
3625,Ellsworth Air Force Base,44.14500046,-103.1039963,RCA,KRCA
3626,Raleigh Durham International Airport,35.877601623535156,-78.7874984741211,RDU,KRDU
3627,James M Cox Dayton International Airport,39.90240097045898,-84.21939849853516,DAY,KDAY
3628,Kenai Municipal Airport,60.57310104370117,-151.2449951171875,ENA,PAEN
3629,Mc Alester Regional Airport,34.88240051,-95.78350067,MLC,KMLC
3630,Niagara Falls International Airport,43.1072998046875,-78.94619750976562,IAG,KIAG
3631,Coulter Field,30.715700149499998,-96.3313980103,CFD,KCFD
3632,Wright Aaf (Fort Stewart)/Midcoast Regional Airport,31.88909912,-81.56230164,\N,KLHW
3633,Newport News Williamsburg International Airport,37.13190079,-76.49299622,PHF,KPHF
3634,Esler Regional Airport,31.3948993683,-92.29579925540001,ESF,KESF
3635,Altus Air Force Base,34.667098999000004,-99.26670074459999,LTS,KLTS
3636,Tucson International Airport,32.116100311279304,-110.94100189208984,TUS,KTUS
3637,Minot Air Force Base,48.41559982,-101.3580017,MIB,KMIB
3638,Beale Air Force Base,39.136100769,-121.43699646,BAB,KBAB
3639,Greater Kankakee Airport,41.07139968869999,-87.84629821780001,IKK,KIKK
